iter	Passed	Remaining
290	372107	2644393
291	373788	2645961
292	375103	2644924
293	376667	2645639
294	377973	2644534
295	379167	2642640
296	380374	2640849
297	381416	2637917
298	382426	2634778
299	383643	2633072
300	384974	2632148
301	386147	2630151
302	387278	2627867
303	388386	2625441
304	389688	2624327
305	390733	2621490
306	391695	2618105
307	393001	2617035
308	394096	2614554
309	395091	2611429
310	396056	2608116
311	397194	2605949
312	398403	2604258
313	399467	2601629
314	400720	2600233
315	401845	2598005
316	403100	2596631
317	404171	2594068
318	405232	2591456
319	406360	2589281
320	407500	2587182
321	408629	2585023
322	409655	2582226
323	410612	2579003
324	411737	2576841
325	412713	2573764
326	413711	2570830
327	414841	2568726
328	415856	2565920
329	417018	2564032
330	418325	2563032
331	419431	2560807
332	420446	2558029
333	421570	2555927
334	422698	2553856
335	423694	2550993
336	424861	2549171
337	425886	2546501
338	427182	2545451
339	428233	2542952
340	429179	2539838
341	430372	2538192
342	431304	2535016
343	432359	2532569
344	433512	2530707
345	434668	2528868
346	435697	2526290
347	436896	2524707
348	437794	2521395
349	438837	2518928
350	440077	2517594
351	441329	2516331
352	442488	2514535
353	443707	2513090
354	444822	2511053
355	446018	2509480
356	447132	2507448
357	448156	2504918
358	449276	2502932
359	450775	2503058
360	452012	2501718
361	453109	2499609
362	454470	2498959
363	456289	2500818
364	457957	2501828
365	459030	2499581
366	460406	2498989
367	461593	2497373
368	462714	2495396
369	464016	2494400
370	465298	2493297
371	466385	2491152
372	467700	2490225
373	468981	2489115
374	470333	2488378
375	471870	2488616
376	473168	2487586
377	474280	2485579
378	475534	2484324
379	476763	2482935
380	477819	2480649
381	479102	2479546
382	480494	2479002
383	481793	2477976
384	483155	2477268
385	484677	2477379
386	485975	2476342
387	487170	2474775
388	488451	2473648
389	489367	2470676
390	490717	2469901
391	491842	2467993
392	492908	2465795
393	494296	2465210
394	495307	2462744
395	496580	2461586
396	497841	2460365
397	499241	2459829
398	500185	2457050
399	501182	2454538
400	502626	2454221
401	503846	2452807
402	505103	2451570
403	506164	2449383
404	507376	2447933
405	508615	2446613
406	510035	2446163
407	511192	2444454
408	512372	2442850
409	513601	2441485
410	514657	2439301
411	516092	2438914
412	517768	2439652
413	519391	2440137
414	520604	2438688
415	521729	2436828
416	522851	2434959
417	524118	2433764
418	525066	2431095
419	526344	2429956
420	527341	2427522
421	528463	2425672
422	529670	2424210
423	530753	2422189
424	531857	2420266
425	533173	2419307
426	534273	2417370
427	535506	2416033
428	536671	2414397
429	538234	2414544
430	539831	2414837
431	541226	2414219
432	542387	2412559
433	543722	2411673
434	544800	2409647
435	546038	2408330
436	547362	2407390
437	548234	2404471
438	549492	2403246
439	550809	2402282
440	552249	2401845
441	553433	2400300
442	554917	2400049
443	556117	2398570
444	557323	2397117
445	558647	2396169
446	559806	2394517
447	561167	2393732
448	562504	2392835
449	563816	2391834
450	564995	2390268
451	566299	2389234
452	567915	2389506
453	568903	2387140
454	569905	2384836
455	571207	2383788
456	572379	2382201
457	573836	2381795
458	575420	2381913
459	576619	2380437
460	577704	2378490
461	579024	2377511
462	580386	2376699
463	581466	2374737
464	582764	2373666
465	583769	2371407
466	584911	2369707
467	585982	2367718
468	587279	2366650
469	588633	2365806
470	590101	2365415
471	591508	2364781
472	592870	2363961
473	594217	2363080
474	595406	2361568
475	596720	2360557
476	598253	2360402
477	599665	2359773
478	601014	2358886
479	602251	2357564
480	603944	2358019
481	605304	2357172
482	606503	2355693
483	607836	2354737
484	608849	2352545
485	610251	2351855
486	611901	2352113
487	613376	2351695
488	614593	2350284
489	616106	2350007
490	617344	2348674
491	618871	2348439
492	619973	2346592
493	621297	2345586
494	622655	2344706
495	624046	2343950
496	625392	2343018
497	626755	2342151
498	627968	2340725
499	629100	2338996
500	630225	2337243
501	631576	2336328
502	632748	2334755
503	634056	2333679
504	635087	2331587
505	636249	2329979
506	637407	2328359
507	638918	2328026
508	640229	2326963
509	641399	2325386
510	642682	2324221
511	643872	2322718
512	645046	2321161
513	646144	2319332
514	647838	2319637
515	648968	2317923
516	650231	2316684
517	651455	2315308
518	652573	2313554
519	653765	2312066
520	654997	2310721
521	656333	2309741
522	657570	2308412
523	658819	2307126
524	659887	2305206
525	661037	2303578
526	662352	2302523
527	663402	2300550
528	664461	2298610
529	665896	2297972
530	667159	2296737
531	668691	2296427
532	670150	2295863
533	671414	2294629
534	672409	2292476
535	673323	2290054
536	674203	2287522
537	675221	2285461
538	676178	2283200
539	677102	2280832
540	677975	2278296
541	678880	2275877
542	679798	2273507
543	680693	2271063
544	681747	2269156
545	682765	2267130
546	683704	2264850
547	684530	2262199
548	685575	2260275
549	686633	2258399
550	687821	2256953
551	689232	2256238
552	690350	2254562
553	691326	2252426
554	692395	2250596
555	693284	2248186
556	694115	2245593
557	695300	2244150
558	696277	2242037
559	697309	2240105
560	698300	2238046
561	699303	2236028
562	700203	2233687
563	701245	2231801
564	702341	2230090
565	703465	2228470
566	704538	2226688
567	705558	2224745
568	706693	2223164
569	707797	2221489
570	708768	2219401
571	709880	2217757
572	710814	2215558
573	711789	2213493
574	713029	2212250
575	714060	2210363
576	715191	2208790
577	716494	2207745
578	717621	2206158
579	718867	2204939
580	720240	2204108
581	721371	2202537
582	722671	2201482
583	723899	2200209
584	724984	2198499
585	726380	2197734
586	727759	2196916
587	729365	2196778
588	730543	2195351
589	731725	2193935
590	732923	2192569
591	733943	2190671
592	735032	2188983
593	736288	2187791
594	737444	2186306
595	738873	2185626
596	740191	2184619
597	741394	2183270
598	742561	2181815
599	743776	2180505
600	745022	2179282
601	746269	2178065
602	747474	2176723
603	748527	2174944
604	749557	2173096
605	750511	2171034
606	751779	2169882
607	752811	2168048
608	753947	2166517
609	755087	2164997
610	755982	2162779
611	757035	2161013
612	757981	2158949
613	758963	2156989
614	760028	2155267
615	761117	2153615
616	762143	2151789
617	763054	2149641
618	764009	2147619
619	765286	2146506
620	766260	2144542
621	767190	2142459
622	768269	2140797
623	769213	2138758
624	770273	2137047
625	771099	2134688
626	772104	2132830
627	773116	2130995
628	774184	2129314
629	775117	2127268
630	776155	2125510
631	777091	2123474
632	778012	2121404
633	778953	2119391
634	779846	2117253
635	780790	2115255
636	781907	2113727
637	783005	2112151
638	783822	2109819
639	784787	2107891
640	785850	2106227
641	786819	2104313
642	787707	2102186
643	788745	2100463
644	789660	2098414
645	790631	2096520
646	791988	2095647
647	793003	2093872
648	794095	2092301
649	795474	2091484
650	796462	2089642
651	797825	2088785
652	799003	2087441
653	800060	2085785
654	801111	2084112
655	802106	2082297
656	803213	2080775
657	804208	2078963
658	805358	2077557
659	806475	2076063
660	807685	2074810
661	808886	2073535
662	809847	2071646
663	810933	2070077
664	812046	2068581
665	813059	2066831
666	814090	2065130
667	815059	2063272
668	816026	2061413
669	817236	2060167
670	818095	2058040
671	819133	2056365
672	820144	2054625
673	821044	2052610
674	821894	2050473
675	822833	2048563
676	823837	2046815
677	824972	2045395
678	826050	2043836
679	827248	2042573
680	828423	2041253
681	829527	2039761
682	830688	2038409
683	831608	2036468
684	832770	2035120
685	833791	2033430
686	834747	2031583
687	835866	2030134
688	837204	2029217
689	838306	2027729
690	839361	2026128
691	840434	2024572
692	841728	2023548
693	843179	2022902
694	844513	2021970
695	845517	2020251
696	846639	2018815
697	847843	2017575
698	849159	2016602
699	850362	2015359
700	851460	2013868
701	852778	2012897
702	854044	2011802
703	855281	2010639
704	856382	2009158
705	857549	2007832
706	858630	2006304
707	859703	2004761
708	861014	2003771
709	862004	2002036
710	863111	2000574
711	864450	1999649
712	865763	1998663
713	867288	1998164
714	868891	1997842
715	870176	1996788
716	871651	1996165
717	872835	1994878
718	874193	1993987
719	875579	1993158
720	876743	1991824
721	878028	1990765
722	879324	1989730
723	880481	1988380
724	881708	1987188
725	883283	1986779
726	884326	1985173
727	885552	1983978
728	886807	1982848
729	888034	1981655
730	889364	1980691
731	890828	1980024
732	892151	1979042
733	893520	1978161
734	894875	1977247
735	896259	1976399
736	897519	1975274
737	898977	1974582
738	900347	1973697
739	901680	1972729
740	902965	1971658
741	904519	1971169
742	905845	1970182
743	906954	1968725
744	908387	1967970
745	909772	1967108
746	911118	1966162
747	912349	1964966
748	913516	1963634
749	914788	1962527
750	916269	1961865
751	917675	1961042
752	918942	1959922
753	920448	1959309
754	921715	1958186
755	922990	1957082
756	924237	1955916
757	925422	1954619
758	926714	1953548
759	928187	1952858
760	929662	1952169
761	930994	1951179
762	932442	1950430
763	933617	1949109
764	934919	1948053
765	936210	1946974
766	937392	1945669
767	938670	1944563
768	940280	1944143
769	941528	1942972
770	942768	1941784
771	944267	1941131
772	945742	1940423
773	947065	1939403
774	948407	1938421
775	950050	1938054
776	951573	1937438
777	952858	1936336
778	954124	1935194
779	955959	1935205
780	957366	1934346
781	958980	1933902
782	960357	1932979
783	961662	1931911
784	962957	1930821
785	964237	1929700
786	965522	1928592
787	966647	1927161
788	967883	1925954
789	969038	1924584
790	970283	1923394
791	971509	1922166
792	972719	1920905
793	973897	1919583
794	975041	1918195
795	976223	1916880
796	977749	1916242
797	979085	1915228
798	980504	1914375
799	981668	1913025
800	983030	1912061
801	984309	1910934
802	985524	1909683
803	986909	1908761
804	988254	1907761
805	989531	1906628
806	991142	1906136
807	992542	1905238
808	993983	1904418
809	995206	1903178
810	996608	1902280
811	997809	1900999
812	999142	1899968
813	1000381	1898758
814	1001742	1897780
815	1003082	1896760
816	1004332	1895569
817	1005737	1894671
818	1007040	1893580
819	1008917	1893566
820	1010571	1893129
821	1012078	1892413
822	1013575	1891679
823	1014886	1890596
824	1016544	1890157
825	1017895	1889144
826	1019187	1888023
827	1020535	1887005
828	1021777	1885788
829	1023017	1884569
830	1024269	1883373
831	1025749	1882594
832	1027239	1881834
833	1029049	1881655
834	1030283	1880421
835	1031779	1879664
836	1033097	1878583
837	1034525	1877699
838	1035834	1876600
839	1037266	1875722
840	1038696	1874840
841	1039753	1873285
842	1040925	1871937
843	1041940	1870307
844	1043248	1869205
845	1044282	1867610
846	1045567	1866467
847	1046961	1865516
848	1048544	1864902
849	1050282	1864560
850	1052072	1864307
851	1053625	1863631
852	1055131	1862870
853	1056385	1861663
854	1057491	1860195
855	1058796	1859077
856	1060122	1857997
857	1061274	1856612
858	1062435	1855242
859	1063510	1853723
860	1064705	1852414
861	1066093	1851441
862	1067397	1850321
863	1068604	1849032
864	1069845	1847801
865	1071228	1846817
866	1072567	1845756
867	1073859	1844613
868	1075265	1843665
869	1076518	1842455
870	1077657	1841049
871	1078893	1839810
872	1079961	1838284
873	1081225	1837093
874	1082609	1836105
875	1083782	1834759
876	1084993	1833478
877	1086084	1831994
878	1087216	1830580
879	1088471	1829374
880	1089531	1827840
881	1090582	1826293
882	1091559	1824622
883	1092719	1823258
884	1093797	1821759
885	1094908	1820316
886	1096249	1819255
887	1097375	1817837
888	1098475	1816376
889	1099677	1815086
890	1100781	1813632
891	1101911	1812224
892	1103068	1810860
893	1104192	1809442
894	1105359	1808095
895	1106304	1806388
896	1107610	1805269
897	1108768	1803909
898	1109979	1802636
899	1111137	1801277
900	1112253	1799851
901	1113317	1798341
902	1114304	1796707
903	1115567	1795520
904	1116646	1794037
905	1117739	1792577
906	1118746	1790981
907	1119791	1789446
908	1120841	1787921
909	1121856	1786340
910	1122871	1784761
911	1123938	1783265
912	1125002	1781767
913	1126041	1780230
914	1127254	1778967
915	1128201	1777287
916	1129260	1775783
917	1130336	1774307
918	1131420	1772846
919	1132793	1771836
920	1133809	1770268
921	1134996	1768969
922	1135926	1767270
923	1136961	1765735
924	1137828	1763942
925	1138955	1762552
926	1140062	1761132
927	1141081	1759576
928	1142121	1758055
929	1143015	1756310
930	1143998	1754704
931	1145169	1753387
932	1146318	1752035
933	1147407	1750594
934	1148378	1748974
935	1149416	1747457
936	1150536	1746064
937	1151613	1744608
938	1152572	1742974
939	1153792	1741736
940	1154945	1740396
941	1155970	1738864
942	1157040	1737401
943	1158004	1735780
944	1159056	1734292
945	1160010	1732657
946	1161004	1731086
947	1162356	1730047
948	1163472	1728658
949	1164505	1727145
950	1165643	1725790
951	1166754	1724394
952	1167938	1723107
953	1168950	1721567
954	1169880	1719907
955	1171064	1718622
956	1172254	1717347
957	1173451	1716081
958	1174493	1714589
959	1175556	1713129
960	1176679	1711756
961	1177731	1710282
962	1178920	1709005
963	1180145	1707783
964	1181124	1706205
965	1182389	1705040
966	1183374	1703472
967	1184458	1702046
968	1185581	1700678
969	1186687	1699287
970	1187789	1697890
971	1188986	1696629
972	1189988	1695091
973	1191114	1693730
974	1192448	1692664
975	1193518	1691225
976	1194503	1689666
977	1195702	1688410
978	1196774	1686975
979	1197899	1685616
980	1198982	1684197
981	1199988	1682672
982	1201075	1681260
983	1202246	1679968
984	1203404	1678657
985	1204757	1677619
986	1205842	1676206
987	1206872	1674718
988	1208069	1673463
989	1209381	1672367
990	1210731	1671323
991	1212202	1670443
992	1213486	1669308
993	1214563	1667885
994	1215615	1666432
995	1216676	1664989
996	1217715	1663519
997	1218796	1662106
998	1220064	1660947
999	1221137	1659525
1000	1222395	1658354
1001	1223761	1657329
1002	1224950	1656064
1003	1226201	1654883
1004	1227322	1653527
1005	1228427	1652150
1006	1229548	1650794
1007	1230774	1649579
1008	1232360	1648847
1009	1233883	1648028
1010	1235321	1647094
1011	1237091	1646603
1012	1238696	1645889
1013	1239827	1644544
1014	1241106	1643395
1015	1242375	1642234
1016	1243744	1641205
1017	1245170	1640248
1018	1246488	1639151
1019	1248112	1638453
1020	1249737	1637755
1021	1251113	1636730
1022	1252340	1635510
1023	1253836	1634640
1024	1255184	1633577
1025	1256473	1632435
1026	1257931	1631513
1027	1259012	1630102
1028	1260174	1628796
1029	1261192	1627305
1030	1262387	1626043
1031	1263904	1625194
1032	1265312	1624205
1033	1266756	1623261
1034	1268122	1622216
1035	1269384	1621038
1036	1270532	1619715
1037	1271694	1618408
1038	1272760	1616981
1039	1273747	1615455
1040	1274821	1614038
1041	1276195	1613003
1042	1277260	1611577
1043	1278430	1610283
1044	1279478	1608837
1045	1280721	1607636
1046	1281728	1606139
1047	1282733	1604640
1048	1283795	1603214
1049	1284806	1601726
1050	1285999	1600463
1051	1287162	1599164
1052	1288379	1597932
1053	1289580	1596681
1054	1290693	1595321
1055	1291817	1593975
1056	1292880	1592554
1057	1293876	1591052
1058	1294929	1589620
1059	1295929	1588124
1060	1297228	1586996
1061	1298261	1585541
1062	1299438	1584263
1063	1300518	1582868
1064	1301561	1581427
1065	1302676	1580075
1066	1303701	1578614
1067	1304706	1577131
1068	1305817	1575776
1069	1306805	1574272
1070	1307907	1572908
1071	1308961	1571486
1072	1309991	1570035
1073	1311128	1568715
1074	1312205	1567322
1075	1313246	1565887
1076	1314441	1564636
1077	1315479	1563199
1078	1316786	1562081
1079	1317907	1560744
1080	1319030	1559408
1081	1320036	1557936
1082	1321119	1556554
1083	1322255	1555236
1084	1323391	1553917
1085	1324526	1552598
1086	1325931	1551596
1087	1327020	1550223
1088	1328042	1548772
1089	1329081	1547343
1090	1330095	1545885
1091	1331223	1544560
1092	1332358	1543243
1093	1333412	1541833
1094	1334536	1540505
1095	1335633	1539146
1096	1336724	1537781
1097	1337818	1536419
1098	1338880	1535022
1099	1339996	1533687
1100	1341199	1532451
1101	1342518	1531348
1102	1343586	1529959
1103	1344710	1528633
1104	1345809	1527281
1105	1346910	1525930
1106	1348001	1524568
1107	1349183	1523311
1108	1350377	1522066
1109	1351693	1520960
1110	1352732	1519540
1111	1353793	1518148
1112	1354910	1516818
1113	1355950	1515402
1114	1356989	1513986
1115	1358069	1512616
1116	1359155	1511254
1117	1360355	1510018
1118	1361516	1508740
1119	1362680	1507464
1120	1363777	1506116
1121	1364775	1504659
1122	1365954	1503401
1123	1367119	1502128
1124	1368300	1500873
1125	1369352	1499477
1126	1370398	1498075
1127	1371399	1496625
1128	1372515	1495300
1129	1373548	1493886
1130	1374614	1492507
1131	1375735	1491190
1132	1376881	1489899
1133	1378047	1488631
1134	1379203	1487352
1135	1380215	1485919
1136	1381192	1484447
1137	1382278	1483095
1138	1383389	1481769
1139	1384688	1480644
1140	1385971	1479503
1141	1387380	1478495
1142	1388516	1477197
1143	1390087	1476360
1144	1391346	1475191
1145	1392544	1473958
1146	1394041	1473041
1147	1395180	1471745
1148	1396425	1470561
1149	1397966	1469688
1150	1399465	1468770
1151	1400914	1467798
1152	1402094	1466544
1153	1403610	1465641
1154	1405140	1464752
1155	1406479	1463663
1156	1408026	1462789
1157	1409143	1461468
1158	1410501	1460398
1159	1411747	1459211
1160	1413255	1458294
1161	1414716	1457328
1162	1416097	1456279
1163	1417445	1455195
1164	1418659	1453973
1165	1420390	1453281
1166	1422008	1452471
1167	1423215	1451241
1168	1424301	1449887
1169	1425557	1448707
1170	1426518	1447228
1171	1427561	1445832
1172	1429087	1444925
1173	1430841	1444247
1174	1432099	1443068
1175	1433443	1441975
1176	1434761	1440856
1177	1436093	1439750
1178	1437467	1438686
1179	1438937	1437718
1180	1440345	1436686
1181	1441948	1435848
1182	1443428	1434887
1183	1444977	1433993
1184	1446272	1432847
1185	1447584	1431717
1186	1448830	1430522
1187	1450169	1429417
1188	1451381	1428188
1189	1452995	1427354
1190	1454382	1426295
1191	1455581	1425053
1192	1457174	1424195
1193	1458526	1423101
1194	1459891	1422019
1195	1461162	1420846
1196	1462284	1419527
1197	1463475	1418275
1198	1464897	1417248
1199	1466134	1416041
1200	1467426	1414887
1201	1468588	1413608
1202	1469872	1412446
1203	1471059	1411190
1204	1472333	1410019
1205	1473697	1408932
1206	1475031	1407817
1207	1476214	1406559
1208	1477455	1405354
1209	1478765	1404216
1210	1479976	1402983
1211	1481000	1401574
1212	1482232	1400361
1213	1483267	1398963
1214	1484606	1397852
1215	1485933	1396728
1216	1486924	1395289
1217	1488058	1393986
1218	1489132	1392625
1219	1490304	1391358
1220	1491382	1390002
1221	1492419	1388609
1222	1493698	1387442
1223	1494665	1385984
1224	1495880	1384758
1225	1497180	1383610
1226	1498489	1382469
1227	1499590	1381137
1228	1500572	1379696
1229	1501737	1378424
1230	1502921	1377169
1231	1504244	1376041
1232	1505431	1374790
1233	1506578	1373501
1234	1507817	1372296
1235	1509055	1371091
1236	1510337	1369926
1237	1511592	1368735
1238	1512924	1367615
1239	1513968	1366234
1240	1515143	1364972
1241	1516366	1363752
1242	1517361	1362329
1243	1518550	1361079
1244	1519588	1359695
1245	1521039	1358681
1246	1522311	1357506
1247	1523811	1356533
1248	1525023	1355305
1249	1526351	1354179
1250	1527581	1352966
1251	1528947	1351872
1252	1530462	1350911
1253	1531814	1349804
1254	1533358	1348867
1255	1534557	1347625
1256	1536255	1346820
1257	1537666	1345764
1258	1539260	1344866
1259	1540849	1343963
1260	1542042	1342714
1261	1543157	1341397
1262	1544441	1340228
1263	1545535	1338893
1264	1546672	1337596
1265	1547816	1336306
1266	1549023	1335070
1267	1550372	1333956
1268	1551820	1332927
1269	1553015	1331680
1270	1554215	1330438
1271	1555596	1329350
1272	1556786	1328099
1273	1558190	1327030
1274	1559736	1326081
1275	1561059	1324943
1276	1562308	1323741
1277	1563708	1322667
1278	1565043	1321537
1279	1566411	1320435
1280	1567748	1319307
1281	1568851	1317982
1282	1569938	1316643
1283	1571012	1315294
1284	1572477	1314273
1285	1573605	1312969
1286	1574927	1311827
1287	1576053	1310523
1288	1577159	1309201
1289	1578174	1307805
1290	1579525	1306687
1291	1580668	1305397
1292	1581755	1304061
1293	1583130	1302962
1294	1584361	1301745
1295	1585550	1300493
1296	1586689	1299201
1297	1588075	1298111
1298	1589302	1296890
1299	1590486	1295634
1300	1591726	1294425
1301	1592924	1293180
1302	1594376	1292142
1303	1595678	1290982
1304	1596979	1289821
1305	1598433	1288783
1306	1599841	1287707
1307	1601047	1286468
1308	1602630	1285532
1309	1603998	1284423
1310	1605264	1283232
1311	1606565	1282068
1312	1608128	1281113
1313	1609499	1280005
1314	1610892	1278913
1315	1612301	1277834
1316	1613775	1276806
1317	1615101	1275660
1318	1616476	1274553
1319	1617844	1273439
1320	1619248	1272353
1321	1620694	1271301
1322	1622127	1270237
1323	1623583	1269190
1324	1624960	1268082
1325	1626389	1267013
1326	1627752	1265893
1327	1629115	1264772
1328	1630414	1263601
1329	1631748	1262458
1330	1633105	1261331
1331	1634303	1260082
1332	1635789	1259054
1333	1637023	1257833
1334	1638560	1256843
1335	1640283	1255995
1336	1641709	1254919
1337	1643175	1253873
1338	1644755	1252912
1339	1645936	1251649
1340	1647232	1250471
1341	1648695	1249421
1342	1649758	1248067
1343	1650839	1246728
1344	1652034	1245474
1345	1653287	1244264
1346	1654331	1242897
1347	1655495	1241621
1348	1656632	1240325
1349	1657635	1238928
1350	1658891	1237722
1351	1660182	1236541
1352	1662113	1235836
1353	1663597	1234797
1354	1665049	1233733
1355	1666473	1232649
1356	1667866	1231541
1357	1669128	1230337
1358	1670517	1229225
1359	1671663	1227934
1360	1672687	1226555
1361	1673927	1225334
1362	1674982	1223978
1363	1676076	1222651
1364	1677369	1221469
1365	1678483	1220156
1366	1679595	1218843
1367	1680840	1217626
1368	1682030	1216369
1369	1683131	1215048
1370	1684350	1213813
1371	1685615	1212611
1372	1686594	1211203
1373	1688032	1210125
1374	1689033	1208733
1375	1690334	1207557
1376	1691599	1206355
1377	1692820	1205121
1378	1693945	1203819
1379	1695183	1202597
1380	1696707	1201578
1381	1697884	1200313
1382	1699021	1199020
1383	1700275	1197809
1384	1701564	1196623
1385	1702761	1195373
1386	1703948	1194115
1387	1705150	1192868
1388	1706446	1191687
1389	1707906	1190619
1390	1709465	1189620
1391	1710615	1188337
1392	1711950	1187181
1393	1712955	1185797
1394	1714621	1184871
1395	1715680	1183524
1396	1716788	1182212
1397	1717863	1180877
1398	1719176	1179706
1399	1720395	1178471
1400	1721454	1177125
1401	1722452	1175739
1402	1723572	1174437
1403	1725379	1173601
1404	1726604	1172370
1405	1727944	1171216
1406	1729165	1169982
1407	1730462	1168799
1408	1731585	1167499
1409	1732589	1166118
1410	1733737	1164835
1411	1735091	1163691
1412	1736210	1162388
1413	1737369	1161113
1414	1738472	1159800
1415	1739555	1158475
1416	1740713	1157199
1417	1742203	1156145
1418	1743556	1154998
1419	1744684	1153703
1420	1745873	1152448
1421	1746871	1151067
1422	1748096	1149836
1423	1749183	1148515
1424	1750424	1147295
1425	1751594	1146029
1426	1752555	1144626
1427	1753657	1143315
1428	1755047	1142193
1429	1756257	1140953
1430	1757367	1139648
1431	1758577	1138408
1432	1759859	1137215
1433	1761053	1135965
1434	1762399	1134813
