iter	Passed	Remaining
1435	1763442	1133465
1436	1764803	1132323
1437	1766269	1131247
1438	1767777	1130198
1439	1768898	1128901
1440	1770076	1127640
1441	1771256	1126381
1442	1772573	1125209
1443	1773663	1123893
1444	1774648	1122510
1445	1775613	1121116
1446	1776736	1119822
1447	1777859	1118529
1448	1779004	1117249
1449	1780237	1116024
1450	1781338	1114717
1451	1782669	1113554
1452	1783792	1112261
1453	1784939	1110983
1454	1786083	1109704
1455	1787271	1108452
1456	1788619	1107299
1457	1789846	1106071
1458	1790959	1104772
1459	1792313	1103623
1460	1793628	1102449
1461	1795271	1101476
1462	1796869	1100475
1463	1798213	1099317
1464	1799550	1098156
1465	1801175	1097169
1466	1802837	1096203
1467	1804127	1095011
1468	1805635	1093952
1469	1806910	1092750
1470	1808110	1091503
1471	1809708	1090496
1472	1810892	1089240
1473	1812108	1088002
1474	1813232	1086710
1475	1814106	1085268
1476	1815261	1083995
1477	1816457	1082746
1478	1817536	1081428
1479	1818787	1080212
1480	1819893	1078910
1481	1821291	1077781
1482	1822730	1076676
1483	1824090	1075525
1484	1825161	1074202
1485	1826481	1073026
1486	1827642	1071758
1487	1828937	1070567
1488	1830410	1069481
1489	1831774	1068330
1490	1832974	1067083
1491	1834177	1065839
1492	1835262	1064525
1493	1836289	1063179
1494	1837369	1061864
1495	1838484	1060569
1496	1839727	1059348
1497	1840950	1058116
1498	1842200	1056899
1499	1843415	1055662
1500	1844609	1054413
1501	1845729	1053122
1502	1847098	1051973
1503	1848379	1050774
1504	1849750	1049625
1505	1850965	1048388
1506	1852249	1047191
1507	1853634	1046049
1508	1854976	1044884
1509	1856034	1043558
1510	1857104	1042240
1511	1858431	1041065
1512	1859575	1039789
1513	1860895	1038610
1514	1862068	1037350
1515	1863159	1036044
1516	1864357	1034798
1517	1865614	1033584
1518	1866737	1032297
1519	1867853	1031006
1520	1869067	1029769
1521	1870099	1028431
1522	1871400	1027243
1523	1872689	1026046
1524	1873870	1024792
1525	1875350	1023700
1526	1876540	1022450
1527	1877651	1021157
1528	1878736	1019850
1529	1879926	1018600
1530	1881167	1017378
1531	1882213	1016051
1532	1883269	1014729
1533	1884396	1013446
1534	1885607	1012208
1535	1886600	1010854
1536	1887907	1009668
1537	1888998	1008366
1538	1890229	1007139
1539	1891378	1005869
1540	1892573	1004623
1541	1893807	1003398
1542	1895032	1002168
1543	1896189	1000903
1544	1897395	999663
1545	1898570	998407
1546	1899857	997210
1547	1900904	995887
1548	1902119	994652
1549	1903297	993398
1550	1904527	992171
1551	1905642	990885
1552	1906854	989649
1553	1908140	988451
1554	1909128	987099
1555	1910492	985941
1556	1911677	984692
1557	1912808	983414
1558	1913927	982130
1559	1915130	980890
1560	1916297	979631
1561	1917517	978400
1562	1918535	977065
1563	1919671	975792
1564	1920983	974607
1565	1922127	973338
1566	1923533	972200
1567	1924543	970863
1568	1925789	969645
1569	1926985	968402
1570	1928229	967183
1571	1929526	965990
1572	1930816	964794
1573	1931945	963518
1574	1933125	962266
1575	1934257	960992
1576	1935420	959732
1577	1936639	958501
1578	1937652	957168
1579	1938858	955930
1580	1940020	954671
1581	1941233	953437
1582	1942271	952118
1583	1943396	950841
1584	1944532	949569
1585	1945742	948334
1586	1946884	947066
1587	1948143	945855
1588	1949360	944624
1589	1950638	943421
1590	1951836	942181
1591	1953230	941035
1592	1954258	939712
1593	1955437	938463
1594	1956619	937214
1595	1957818	935974
1596	1959207	934825
1597	1960458	933610
1598	1961629	932356
1599	1962691	931051
1600	1964315	930013
1601	1965815	928915
1602	1966930	927635
1603	1968477	926558
1604	1969995	925468
1605	1971113	924189
1606	1972340	922961
1607	1973826	921855
1608	1975073	920636
1609	1976413	919462
1610	1977579	918205
1611	1978675	916917
1612	1979849	915665
1613	1981178	914484
1614	1982599	913345
1615	1984289	912331
1616	1985858	911259
1617	1986995	909989
1618	1988176	908740
1619	1989321	907474
1620	1990592	906266
1621	1992085	905158
1622	1993334	903939
1623	1994826	902830
1624	1995974	901566
1625	1997407	900430
1626	1998580	899177
1627	1999577	897844
1628	2000781	896605
1629	2001917	895336
1630	2003184	894125
1631	2004325	892858
1632	2005549	891628
1633	2006464	890261
1634	2007660	889018
1635	2009001	887841
1636	2010061	886539
1637	2011284	885309
1638	2012596	884117
1639	2013806	882882
1640	2014862	881579
1641	2015898	880267
1642	2017037	879001
1643	2018225	877756
1644	2019424	876516
1645	2020466	875208
1646	2021584	873933
1647	2022717	872664
1648	2023788	871370
1649	2024990	870132
1650	2026153	868877
1651	2027360	867641
1652	2028387	866328
1653	2029598	865094
1654	2030723	863824
1655	2031972	862606
1656	2033072	861325
1657	2034278	860089
1658	2035601	858903
1659	2036704	857624
1660	2037794	856340
1661	2039197	855187
1662	2040633	854047
1663	2041892	852833
1664	2043007	851559
1665	2044116	850283
1666	2045356	849062
1667	2046673	847872
1668	2047828	846615
1669	2049139	845423
1670	2050237	844143
1671	2051397	842888
1672	2052640	841668
1673	2053901	840455
1674	2055226	839268
1675	2056448	838039
1676	2057615	836788
1677	2058810	835548
1678	2059994	834304
1679	2061153	833049
1680	2062233	831763
1681	2063523	830561
1682	2064779	829346
1683	2065838	828052
1684	2067206	826882
1685	2068430	825654
1686	2069790	824481
1687	2071022	823255
1688	2072041	821946
1689	2073587	820846
1690	2075133	819745
1691	2076347	818512
1692	2077518	817263
1693	2078607	815982
1694	2079767	814729
1695	2080936	813479
1696	2082125	812237
1697	2083296	810988
1698	2084414	809719
1699	2085639	808491
1700	2086953	807298
1701	2088366	806143
1702	2089446	804860
1703	2090560	803589
1704	2091656	802312
1705	2092843	801070
1706	2094118	799862
1707	2095245	798597
1708	2096411	797347
1709	2097661	796129
1710	2098830	794881
1711	2100091	793667
1712	2101236	792410
1713	2102282	791115
1714	2103377	789839
1715	2104515	788580
1716	2105601	787301
1717	2106725	786036
1718	2107703	784717
1719	2108791	783440
1720	2109789	782130
1721	2111037	780912
1722	2112260	779685
1723	2113367	778415
1724	2114531	777166
1725	2115745	775936
1726	2116889	774681
1727	2118024	773422
1728	2118942	772084
1729	2120124	770843
1730	2121253	769582
1731	2122582	768394
1732	2124168	767299
1733	2125653	766167
1734	2126945	764964
1735	2128356	763805
1736	2129759	762642
1737	2130966	761409
1738	2132056	760135
1739	2133167	758868
1740	2134418	757650
1741	2135875	756506
1742	2136999	755244
1743	2138343	754060
1744	2139418	752781
1745	2140744	751590
1746	2142051	750392
1747	2143141	749118
1748	2144581	747967
1749	2145713	746708
1750	2146859	745454
1751	2147998	744197
1752	2149333	743009
1753	2150481	741756
1754	2151714	740533
1755	2152681	739218
1756	2154037	738036
1757	2155535	736903
1758	2157831	736042
1759	2159469	734955
1760	2160829	733773
1761	2161792	732457
1762	2162952	731208
1763	2164136	729966
1764	2165438	728765
1765	2166641	727530
1766	2167803	726281
1767	2168998	725044
1768	2170117	723781
1769	2171297	722539
1770	2172199	721204
1771	2173360	719956
1772	2174708	718770
1773	2175813	717503
1774	2176929	716240
1775	2178222	715036
1776	2179435	713804
1777	2180702	712591
1778	2181806	711325
1779	2183126	710129
1780	2184620	708989
1781	2185719	707721
1782	2186885	706475
1783	2188039	705225
1784	2189117	703951
1785	2190385	702738
1786	2191467	701465
1787	2192745	700256
1788	2194228	699111
1789	2195272	697826
1790	2196411	696572
1791	2197540	695315
1792	2198445	693987
1793	2199431	692685
1794	2200304	691349
1795	2201420	690088
1796	2202647	688863
1797	2203848	687629
1798	2205127	686421
1799	2206364	685198
1800	2207555	683962
1801	2208678	682704
1802	2209912	681481
1803	2211310	680308
1804	2212501	679072
1805	2213789	677865
1806	2215010	676638
1807	2216284	675427
1808	2217460	674186
1809	2218536	672915
1810	2219802	671701
1811	2221129	670506
1812	2222227	669242
1813	2223373	667992
1814	2224477	666730
1815	2225556	665460
1816	2226530	664160
1817	2227742	662930
1818	2228646	661610
1819	2229870	660384
1820	2230996	659130
1821	2232104	657870
1822	2233328	656645
1823	2234479	655398
1824	2235505	654115
1825	2236517	652827
1826	2237258	651462
1827	2238269	650175
1828	2239320	648900
1829	2240319	647611
1830	2241490	646371
1831	2242525	645093
1832	2243605	643827
1833	2244733	642576
1834	2245733	641288
1835	2246810	640022
1836	2247884	638756
1837	2249124	637537
1838	2250249	636285
1839	2251352	635028
1840	2252358	633743
1841	2253336	632451
1842	2254351	631169
1843	2255434	629907
1844	2256374	628605
1845	2257347	627312
1846	2258422	626048
1847	2259551	624800
1848	2260518	623506
1849	2261465	622208
1850	2262450	620920
1851	2263449	619637
1852	2264575	618389
1853	2265585	617109
1854	2266616	615835
1855	2267367	614486
1856	2268443	613224
1857	2269517	611963
1858	2270682	610726
1859	2271737	609460
1860	2272649	608156
1861	2273694	606888
1862	2274810	605639
1863	2275910	604386
1864	2276986	603126
1865	2278159	601893
1866	2279190	600622
1867	2280211	599348
1868	2281166	598058
1869	2282119	596768
1870	2283187	595508
1871	2284451	594298
1872	2285530	593042
1873	2286740	591819
1874	2287877	590577
1875	2288824	589286
1876	2289767	587995
1877	2290796	586726
1878	2291876	585471
1879	2293064	584243
1880	2294109	582979
1881	2295139	581711
1882	2296099	580426
1883	2297633	579286
1884	2298941	578089
1885	2300036	576838
1886	2301152	575592
1887	2302447	574392
1888	2303498	573131
1889	2304704	571908
1890	2305758	570647
1891	2307000	569433
1892	2308122	568190
1893	2309253	566949
1894	2310258	565678
1895	2311520	564469
1896	2312762	563255
1897	2313879	562011
1898	2315236	560826
1899	2316329	559576
1900	2317584	558365
1901	2318755	557135
1902	2319715	555854
1903	2320758	554592
1904	2321874	553349
1905	2322725	552043
1906	2323911	550816
1907	2324974	549561
1908	2326090	548318
1909	2327357	547111
1910	2328281	545824
1911	2329666	544644
1912	2331023	543458
1913	2332121	542212
1914	2333177	540956
1915	2334501	539762
1916	2335610	538518
1917	2336600	537247
1918	2337704	536003
1919	2338864	534771
1920	2339888	533509
1921	2341164	532304
1922	2342141	531031
1923	2343164	529769
1924	2344186	528507
1925	2345293	527264
1926	2346447	526032
1927	2347352	524745
1928	2348582	523530
1929	2349750	522301
1930	2350865	521061
1931	2351934	519811
1932	2352975	518555
1933	2354039	517304
1934	2355041	516040
1935	2356035	514774
1936	2357130	513530
1937	2358325	512309
1938	2359409	511063
1939	2360513	509822
1940	2361549	508566
1941	2362597	507313
1942	2363749	506083
1943	2364818	504835
1944	2365855	503580
1945	2366904	502328
1946	2367945	501075
1947	2369090	499843
1948	2370151	498595
1949	2371268	497358
1950	2372363	496117
1951	2373393	494862
1952	2374416	493606
1953	2375725	492409
1954	2376641	491132
1955	2377606	489864
1956	2378613	488606
1957	2379651	487354
1958	2380700	486105
1959	2381820	484870
1960	2383064	483661
1961	2384506	482491
1962	2385687	481269
1963	2386782	480030
1964	2388031	478821
1965	2389142	477585
1966	2390717	476441
1967	2392235	475286
1968	2393733	474126
1969	2395000	472921
1970	2396042	471671
1971	2397434	470490
1972	2399034	469349
1973	2400063	468097
1974	2401423	466909
1975	2402643	465694
1976	2403833	464473
1977	2404966	463241
1978	2406114	462012
1979	2407258	460783
1980	2408317	459537
1981	2409399	458296
1982	2410646	457086
1983	2411826	455864
1984	2412939	454629
1985	2414057	453395
1986	2415129	452153
1987	2416321	450933
1988	2417374	449687
1989	2418461	448448
1990	2419690	447235
1991	2421098	446055
1992	2422777	444925
1993	2424032	443717
1994	2425242	442500
1995	2426152	441229
1996	2427258	439993
1997	2428386	438762
1998	2429715	437567
1999	2431125	436387
2000	2432257	435156
2001	2433291	433908
2002	2434295	432655
2003	2435627	431460
2004	2436644	430210
2005	2437940	429009
2006	2439009	427768
2007	2440184	426546
2008	2441699	425383
2009	2442960	424175
2010	2444040	422936
2011	2445391	421744
2012	2446523	420515
2013	2447909	419329
2014	2449140	418116
2015	2450618	416945
2016	2451894	415740
2017	2453086	414520
2018	2454424	413325
2019	2455616	412105
2020	2456748	410876
2021	2457799	409633
2022	2459009	408416
2023	2460236	407203
2024	2461441	405985
2025	2462766	404788
2026	2463979	403572
2027	2465522	402410
2028	2466643	401179
2029	2468075	399998
2030	2469178	398764
2031	2470366	397544
2032	2471639	396337
2033	2472981	395142
2034	2474546	393981
2035	2476001	392803
2036	2477979	391708
2037	2480023	390621
2038	2481708	389478
2039	2482902	388257
2040	2484131	387042
2041	2485146	385794
2042	2486197	384551
2043	2487168	383296
2044	2488252	382059
2045	2489373	380827
2046	2490477	379594
2047	2491680	378375
2048	2492769	377139
2049	2493885	375907
2050	2494838	374651
2051	2495914	373414
2052	2497134	372198
2053	2498168	370954
2054	2499372	369736
2055	2500726	368540
2056	2501940	367324
2057	2503087	366097
2058	2504142	364858
2059	2505187	363616
2060	2505858	362322
2061	2507159	361118
2062	2508372	359902
2063	2509393	358658
2064	2510450	357420
2065	2511728	356213
2066	2513111	355021
2067	2514282	353798
2068	2515618	352599
2069	2517072	351417
2070	2518736	350263
2071	2519729	349016
2072	2520631	347757
2073	2521681	346518
2074	2523201	345344
2075	2524394	344125
2076	2525572	342903
2077	2526967	341712
2078	2528382	340522
2079	2529758	339328
2080	2530836	338093
2081	2532025	336873
2082	2532987	335623
2083	2534348	334426
2084	2535533	333206
2085	2536852	332004
2086	2537913	330767
2087	2538925	329525
2088	2540254	328323
2089	2542008	327177
2090	2543423	325986
2091	2544666	324773
2092	2545883	323557
2093	2547526	322394
2094	2548828	321188
2095	2550183	319989
2096	2551601	318798
2097	2552910	317592
2098	2554322	316400
2099	2556131	315256
2100	2557549	314063
2101	2558944	312868
2102	2560017	311633
2103	2561505	310448
2104	2562844	309245
2105	2564318	308059
2106	2565464	306832
2107	2566666	305613
2108	2568102	304421
2109	2569671	303245
2110	2571219	302066
2111	2572594	300866
2112	2574108	299683
2113	2575582	298494
2114	2576595	297252
2115	2578045	296060
2116	2579404	294858
2117	2580573	293634
2118	2581778	292414
2119	2582899	291185
2120	2584335	289991
2121	2585735	288793
2122	2586997	287579
2123	2588145	286353
2124	2589484	285147
2125	2591055	283967
2126	2592384	282761
2127	2593513	281532
2128	2594769	280318
2129	2595854	279084
2130	2597116	277870
2131	2598527	276672
2132	2599983	275478
2133	2601436	274284
2134	2602699	273070
2135	2603986	271858
2136	2605366	270655
2137	2606488	269426
2138	2607886	268225
2139	2609168	267013
2140	2610497	265805
2141	2612132	264627
2142	2613489	263422
2143	2614896	262221
2144	2616082	260998
2145	2617208	259769
2146	2618366	258543
2147	2619593	257325
2148	2620703	256094
2149	2621787	254862
2150	2623116	253653
2151	2624399	252439
2152	2625695	251227
2153	2626838	250000
2154	2627987	248774
2155	2629087	247543
2156	2630351	246328
2157	2631568	245109
2158	2632768	243887
2159	2634000	242669
2160	2635410	241467
2161	2636863	240269
2162	2637991	239041
2163	2639243	237824
2164	2640477	236606
2165	2641786	235394
2166	2643068	234180
2167	2644252	232957
2168	2645402	231731
2169	2646691	230518
2170	2647913	229298
2171	2649080	228074
2172	2650293	226854
2173	2651612	225643
2174	2652631	224406
2175	2654150	223212
2176	2655538	222006
2177	2656900	220798
2178	2658307	219594
2179	2659439	218366
2180	2660626	217144
2181	2661853	215924
2182	2663126	214709
2183	2664308	213486
2184	2665399	212256
2185	2666692	211041
2186	2667700	209805
2187	2668698	208568
2188	2669692	207331
2189	2670887	206109
2190	2672075	204887
2191	2673080	203651
2192	2674059	202414
2193	2675103	201181
2194	2676321	199962
2195	2677351	198728
2196	2678372	197494
2197	2679387	196260
2198	2680395	195026
2199	2681248	193781
2200	2682255	192547
2201	2683379	191321
2202	2684511	190097
2203	2685597	188869
2204	2686706	187643
2205	2687693	186408
2206	2688694	185175
2207	2689648	183938
2208	2690680	182708
2209	2691781	181482
2210	2693021	180265
2211	2693970	179029
2212	2694903	177792
2213	2695896	176560
2214	2697297	175354
2215	2698399	174129
2216	2699537	172906
2217	2700671	171683
2218	2701778	170459
2219	2702843	169232
2220	2703755	167995
2221	2704813	166768
2222	2705986	165548
2223	2706984	164317
2224	2708088	163093
2225	2709209	161870
2226	2710230	160642
2227	2711307	159417
2228	2712471	158197
2229	2713342	156960
2230	2714421	155735
2231	2715517	154511
2232	2716529	153283
2233	2717716	152065
2234	2719023	150854
2235	2720096	149629
2236	2721150	148404
2237	2722260	147182
2238	2723440	145963
2239	2724503	144739
2240	2725651	143519
2241	2726663	142292
2242	2727846	141074
2243	2728869	139848
2244	2730207	138638
2245	2731109	137406
2246	2732529	136200
2247	2733651	134980
2248	2734710	133756
2249	2735832	132535
2250	2737151	131324
2251	2738374	130109
2252	2739379	128883
2253	2740356	127656
2254	2741484	126436
2255	2742530	125213
2256	2743823	124000
2257	2745148	122790
2258	2746238	121568
2259	2747589	120359
2260	2748738	119140
2261	2749858	117920
2262	2750807	116693
2263	2751912	115473
2264	2753034	114253
2265	2754159	113034
2266	2755242	111813
2267	2756389	110595
2268	2757525	109377
2269	2758800	108164
2270	2759905	106944
2271	2761221	105733
2272	2762613	104524
2273	2763783	103307
2274	2764859	102087
2275	2765955	100867
2276	2767048	99647
2277	2768280	98433
2278	2769452	97216
2279	2770536	95996
2280	2771656	94778
2281	2772831	93561
2282	2773898	92341
2283	2774963	91121
2284	2775838	89895
2285	2776828	88673
2286	2777973	87456
2287	2779210	86242
2288	2780394	85027
2289	2781332	83804
2290	2782402	82585
2291	2783466	81366
2292	2784613	80150
2293	2785679	78931
2294	2786882	77716
2295	2787933	76498
2296	2789129	75283
2297	2790131	74063
2298	2791186	72845
2299	2792344	71629
2300	2793491	70413
2301	2794609	69197
2302	2795637	67979
2303	2796714	66761
2304	2797869	65546
2305	2798998	64330
2306	2799942	63110
2307	2801019	61894
2308	2802260	60681
2309	2803336	59464
2310	2804454	58249
2311	2805641	57035
2312	2806621	55816
2313	2807800	54602
2314	2808812	53385
2315	2810090	52173
2316	2811261	50959
2317	2812558	49747
2318	2813453	48528
2319	2814574	47313
2320	2815957	46103
2321	2817087	44888
2322	2818197	43674
2323	2819258	42458
2324	2820337	41243
2325	2821328	40027
2326	2822390	38812
2327	2823442	37597
2328	2824607	36383
2329	2825881	35171
2330	2826921	33957
2331	2828062	32743
2332	2829169	31529
2333	2830427	30317
2334	2831668	29104
2335	2832819	27891
2336	2833979	26678
2337	2835134	25465
2338	2836215	24251
2339	2837475	23039
2340	2838558	21825
2341	2839659	20612
2342	2840929	19400
2343	2842068	18187
2344	2843391	16975
2345	2844528	15762
2346	2845661	14549
2347	2846751	13336
2348	2847839	12123
2349	2848986	10911
2350	2850189	9698
2351	2851504	8486
2352	2852739	7274
2353	2853806	6061
2354	2854746	4848
2355	2856052	3636
2356	2857053	2424
2357	2858294	1212
2358	2859435	0
