iter	Logloss
0	0.6310335194
1	0.5764909377
2	0.525918238
3	0.4816021829
4	0.4421462826
5	0.4045063333
6	0.3697266452
7	0.3400268491
8	0.313475456
9	0.2894011653
10	0.2678979299
11	0.2484947569
12	0.2316640639
13	0.2159687407
14	0.2016818531
15	0.1894130041
16	0.1778851741
17	0.167156726
18	0.1567262963
19	0.1484949227
20	0.1407912903
21	0.1342824137
22	0.1282019375
23	0.1226811632
24	0.1176865308
25	0.1131474416
26	0.1084919539
27	0.1039849072
28	0.1006674456
29	0.09737866119
30	0.09437646568
31	0.09165120312
32	0.08920951028
33	0.08654832703
34	0.08427245407
35	0.08225772346
36	0.08065790803
37	0.07884157265
38	0.07724512497
39	0.07564637892
40	0.07420432892
41	0.07282669436
42	0.07173548668
43	0.07073159319
44	0.06959865334
45	0.06871536876
46	0.06776840337
47	0.06697883163
48	0.06628789466
49	0.06559280524
50	0.06494824333
51	0.06442412815
52	0.06381262161
53	0.06322201415
54	0.06275342434
55	0.06230147242
56	0.06188866268
57	0.06145970574
58	0.06110957261
59	0.06079917844
60	0.0605326924
61	0.06022427931
62	0.05997413117
63	0.05969163706
64	0.059440705
65	0.05919827178
66	0.05902310482
67	0.05880325161
68	0.05865411018
69	0.05845349651
70	0.05827744117
71	0.05813798758
72	0.05799013948
73	0.05781108696
74	0.05768517866
75	0.05755606576
76	0.05742291407
77	0.05731257193
78	0.05721054872
79	0.05712984309
80	0.05702971737
81	0.05693044397
82	0.05683340941
83	0.05675546842
84	0.05664544311
85	0.05658289519
86	0.05650670566
87	0.05640962074
88	0.05634422784
89	0.05626217538
90	0.05621095908
91	0.0561512955
92	0.05610899434
93	0.05605869486
94	0.05601807227
95	0.05597767794
96	0.0559350012
97	0.05589242561
98	0.05583181812
99	0.05579399
100	0.05576363444
101	0.05571860113
102	0.05567721993
103	0.05564018573
104	0.0556164402
105	0.05558795903
106	0.05553361399
107	0.05549768461
108	0.05546907876
109	0.05541589688
110	0.05539082241
111	0.05535898202
112	0.0553245217
113	0.05530285069
114	0.05528407169
115	0.05525180782
116	0.05523060368
117	0.05520979085
118	0.05518261203
119	0.0551547477
120	0.05512866376
121	0.05510878583
122	0.05508795043
123	0.05506656417
124	0.05503727963
125	0.05501602708
126	0.05499216968
127	0.05497475222
128	0.05496211649
129	0.05493754683
130	0.05491567889
131	0.05490179962
132	0.05488540791
133	0.05486872971
134	0.05485314013
135	0.05483512214
136	0.05482447915
137	0.05481296132
138	0.0547928525
139	0.05478518146
140	0.05477512772
141	0.05476188149
142	0.05474724263
143	0.05473736424
144	0.0547177693
145	0.05469716123
146	0.0546849602
147	0.05466703982
148	0.05465390206
149	0.05464561108
150	0.05463730522
151	0.054622806
152	0.05461534966
153	0.05459971805
154	0.05458500549
155	0.05456992019
156	0.05456188861
157	0.05456163149
158	0.0545419569
159	0.0545310469
160	0.05451646181
161	0.05450873931
162	0.05449320439
163	0.05448541107
164	0.05447740347
165	0.05446928513
166	0.05445729155
167	0.05444715609
168	0.05443402915
169	0.0544286451
170	0.05440835087
171	0.0544025481
172	0.05439497834
173	0.05438656672
174	0.05437211902
175	0.05436674674
176	0.05436135953
177	0.0543526298
178	0.05434619242
179	0.05433349298
180	0.05432228156
181	0.05431518037
182	0.05430511084
183	0.05429306392
184	0.05428463066
185	0.0542755878
186	0.05426370582
187	0.05425449349
188	0.05424014877
189	0.054232546
190	0.05422793922
191	0.05421742821
192	0.05420229723
193	0.0541930325
194	0.05418565161
195	0.05417428886
196	0.05416922293
197	0.05416405893
198	0.05415426957
199	0.05414714399
200	0.05414140043
201	0.05413512753
202	0.05413189455
203	0.0541262448
204	0.05412067183
205	0.05411661673
206	0.05410515451
207	0.05409572439
208	0.05408941547
209	0.05407441829
210	0.05407148623
211	0.05406250663
212	0.05405971132
213	0.05405274029
214	0.05404834043
215	0.05404157229
216	0.05403304637
217	0.05402574156
218	0.05402003621
219	0.05401677144
220	0.05400946876
221	0.05400153615
222	0.05399553255
223	0.05399080598
224	0.05397972022
225	0.05397259317
226	0.05396494566
227	0.05396010974
228	0.0539514342
229	0.05394734611
230	0.05393827571
231	0.05393092963
232	0.05391853342
233	0.05391265412
234	0.05390733966
235	0.0539002264
236	0.05389387851
237	0.05388599984
238	0.05388297636
239	0.05387297148
240	0.05387036237
241	0.05386605648
242	0.05385365801
243	0.0538507728
244	0.05384340955
245	0.05384025955
246	0.05383466131
247	0.05383062293
248	0.05382594423
249	0.05382185794
250	0.05381454574
251	0.05381123353
252	0.05380377721
253	0.05379499641
254	0.0537867552
255	0.05378006434
256	0.05377617462
257	0.05377143945
258	0.05376807933
259	0.05376345712
260	0.05375170393
261	0.05374604421
262	0.05374137503
263	0.05373508497
264	0.05373013347
265	0.05372717019
266	0.0537219085
267	0.05371946433
268	0.05371159676
269	0.05370210067
270	0.05369523941
271	0.05368992809
272	0.05368409125
273	0.05367769411
274	0.05367316182
275	0.0536708294
276	0.05366583256
277	0.0536588977
278	0.05365639929
279	0.05365292888
280	0.05365031344
281	0.05364679751
282	0.05364191233
283	0.05363790979
284	0.05363284981
285	0.05362660436
286	0.05362270387
287	0.05361495971
288	0.05361100899
289	0.05360749355
290	0.05360454508
291	0.05359889941
292	0.05359729342
293	0.05359308922
294	0.053589683
295	0.05358492522
296	0.05358231929
297	0.05357950097
298	0.05357584306
299	0.05357282004
300	0.05356597872
301	0.05356198417
302	0.05355834162
303	0.05355344096
304	0.05355076724
305	0.05354570139
306	0.05354440722
307	0.05353691156
308	0.05353494999
309	0.05353077289
310	0.0535277738
311	0.05352354387
312	0.05352022891
313	0.05351762886
314	0.05351266732
315	0.0535085698
316	0.05350351563
317	0.0535012455
318	0.05349835533
319	0.05349408514
320	0.05349121578
321	0.05348851359
322	0.05348616702
323	0.05348414581
324	0.05348091998
325	0.05347545224
326	0.05347345633
327	0.05347100849
328	0.05346757702
329	0.05346393224
330	0.05345185732
331	0.05344634042
332	0.05344497487
333	0.05344177606
334	0.05343841775
335	0.05343677114
336	0.05343461436
337	0.05343390675
338	0.05343076627
339	0.05342900487
340	0.05342670257
341	0.05342175097
342	0.05341969947
343	0.05341552779
344	0.05341132673
345	0.05340794223
346	0.05340597975
347	0.05340258044
348	0.05340080916
349	0.05339745175
350	0.05338993992
351	0.05338646865
352	0.05338384554
353	0.05338035352
354	0.05337671821
355	0.05337350404
356	0.05336940207
357	0.05336719418
358	0.05336206408
359	0.05335704245
360	0.05335402758
361	0.05335260734
362	0.0533499928
363	0.05334412885
364	0.05334235256
365	0.05334157218
366	0.05333893913
367	0.05333670643
368	0.0533360616
369	0.05333329938
370	0.05332810735
371	0.05332676259
372	0.05332186567
373	0.053317281
374	0.05331338049
375	0.05330975335
376	0.05330690206
377	0.05330393231
378	0.05330238335
379	0.0533009089
380	0.05329916167
381	0.05329565017
382	0.05329360772
383	0.05329189467
384	0.05328699818
385	0.05328383735
386	0.05327885636
387	0.05327552201
388	0.05327165348
389	0.05327082069
390	0.05326795175
391	0.05326577782
392	0.05326392161
393	0.05326040608
394	0.05325889998
395	0.05325299989
396	0.05325033294
397	0.05324443015
398	0.05324306687
399	0.05324186317
400	0.05324085094
401	0.05323797477
402	0.05323380036
403	0.05323151161
404	0.0532285261
405	0.05322633406
406	0.05322161516
407	0.05321897625
408	0.05321349504
409	0.05321164824
410	0.05320855788
411	0.05320573504
412	0.05320189639
413	0.05320016933
414	0.05319728499
415	0.05319596959
416	0.0531940889
417	0.05319331032
418	0.05319207986
419	0.05318436008
420	0.05318304784
421	0.05318028871
422	0.05317750654
423	0.05317650655
424	0.05317468011
425	0.05317211348
426	0.05316965124
427	0.05316540048
428	0.05316313656
429	0.05316189662
430	0.05315760881
431	0.05315611042
432	0.05315224466
433	0.05314863959
434	0.05314617055
435	0.053144819
436	0.05314329937
437	0.05314295189
438	0.05313934503
439	0.05313695417
440	0.05313354615
441	0.05313242686
442	0.05312998492
443	0.05312795293
444	0.05312541836
445	0.05312256254
446	0.05312101624
447	0.05311875824
